Profile,Country,Patent Number,Licensor,Country New,Patent Number New,Inventor
Main/Main10,JP,JP5762596,Mitsubishi,JP,JP5762596,彰 峯澤|彰 峯澤|杉本　和夫|和夫 杉本|関口　俊一|俊一 関口
Main/Main10,JP,JP5763210,HFI,JP,JP5763210,フ，チー−ミン|チェン，チン−イー|ツァイ，チア−ヤン|ホアン，ユ−ウェン|レイ，シャウ−ミン
Main/Main10,JP,JP5766815,Toshiba,JP,JP5766815,中條　健|健 中條|山影　朋夫|朋夫 山影
Main/Main10,JP,JP5767387,Samsung,JP,JP5767387,チェン，ジアンル|チョン，ミン−ス|リー，ジェ−チュル|ミン，ジョン−ヘ|ジョン，ヘ−ギョン|キム，イル−グ|リー，サン−レ|リー，キョ−ヒョク
Main/Main10,JP,JP5770185,Samsung,JP,JP5770185,ソン，ハク−ソプ|ミン，ジョン−ヘ
Main/Main10,JP,JP5770277,HFI,JP,JP5770277,リン，ジァン−リァン|ツァイ，ユ−パオ|チェン，イ−ウェン|ファン，ユ−ウェン|レイ，シャウ−ミン
Main/Main10,JP,JP5774753,Docomo,JP,JP5774753,鈴木　芳典|芳典 鈴木|ブン　チュンセン|チュンセン ブン|タン　ティオ　ケン|ティオ  ケン タン
Main/Main10,JP,JP5775950,Samsung,JP,JP5775950,鉉 文 金|鉉  文 金|趙　大　星|大  星 趙|祐 ▲堤▼ 金|祐  ▲堤▼ 金
Main/Main10,JP,JP5775959,Docomo,JP,JP5775959,ブン　チュンセン|チュンセン ブン|順也 瀧上|順也 瀧上|タン　ティオ　ケン|ティオ  ケン タン
Main/Main10,JP,JP5776711,JVCKENWOOD,JP,JP5776711,西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|英樹 竹原|英樹 竹原|福島　茂|茂 福島
Main/Main10,JP,JP5776712,JVCKENWOOD,JP,JP5776712,西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|英樹 竹原|英樹 竹原|福島　茂|茂 福島
Main/Main10,JP,JP5776713,JVCKENWOOD,JP,JP5776713,西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|英樹 竹原|英樹 竹原|福島　茂|茂 福島
Main/Main10,JP,JP5776714,JVCKENWOOD,JP,JP5776714,西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|英樹 竹原|英樹 竹原|福島　茂|茂 福島
Main/Main10,JP,JP5778367,Samsung,JP,JP5778367,ジョン，ヘ−ギョン|チョン，ミン−ス|ミン，ジョン−ヘ|キム，イル−グ
Main/Main10,JP,JP5778368,Samsung,JP,JP5778368,ジョン，ヘ−ギョン|チョン，ミン−ス|ミン，ジョン−ヘ|キム，イル−グ
Main/Main10,JP,JP5779270,Docomo,JP,JP5779270,鈴木　芳典|芳典 鈴木|ブン　チュンセン|チュンセン ブン
Main/Main10,JP,JP5781136,Mitsubishi,JP,JP5781136,守屋　芳美|芳美 守屋|関口　俊一|俊一 関口|山田　悦久|悦久 山田|浅井　光太郎|光太郎 浅井
Main/Main10,JP,JP5781313,Docomo,JP,JP5781313,ブン　チュンセン|チュンセン ブン|順也 瀧上|順也 瀧上|タン　ティオ　ケン|ティオ  ケン タン
Main/Main10,JP,JP5782169,Mitsubishi,JP,JP5782169,守屋　芳美|芳美 守屋|関口　俊一|俊一 関口|杉本　和夫|和夫 杉本|亮史 服部|亮史 服部
Main/Main10,JP,JP5783280,JVCKENWOOD,JP,JP5783280,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5783281,JVCKENWOOD,JP,JP5783281,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5783282,JVCKENWOOD,JP,JP5783282,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5783283,JVCKENWOOD,JP,JP5783283,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5784158,Toshiba,JP,JP5784158,沙織 浅香|沙織 浅香|中條　健|健 中條|昭行 谷沢|昭行 谷沢|豪毅 安田|豪毅 安田|直史 和田|直史 和田|隆志 渡辺|隆志 渡辺
Main/Main10,JP,JP5786061,DIAB,JP,JP5786061,ザオ ジー|ザオ ジー|エー．セガール クリストファー|エー．セガール クリストファー|ジェイ．ケロフスキー ルイス|ジェイ．ケロフスキー ルイス
Main/Main10,JP,JP5786498,NEC,JP,JP5786498,上田　基晴|基晴 上田|福島　茂|茂 福島|和美 荒蔭|和美 荒蔭|智 坂爪|智 坂爪
Main/Main10,JP,JP5786499,NEC,JP,JP5786499,上田　基晴|基晴 上田|福島　茂|茂 福島|和美 荒蔭|和美 荒蔭|智 坂爪|智 坂爪
Main/Main10,JP,JP5787002,NEC,JP,JP5787002,健太 先崎|健太 先崎|裕三 仙田|裕三 仙田|慶一 蝶野|慶一 蝶野|啓史 青木|啓史 青木
Main/Main10,JP,JP5788979,HFI,JP,JP5788979,ユパオ ツァイ，|ユパオ ツァイ，|ジエンリアン リン，|ジエンリアン リン，|ユウェン フアン，|ユウェン フアン，|シャオミン レイ，|シャオミン レイ，
Main/Main10,JP,JP5798539,Docomo,JP,JP5798539,鈴木　芳典|芳典 鈴木|ブン　チュンセン|チュンセン ブン|タン　ティオ　ケン|ティオ  ケン タン
Main/Main10,JP,JP5807588,JVCKENWOOD,JP,JP5807588,英樹 竹原|英樹 竹原|上田　基晴|基晴 上田|西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|智 坂爪|智 坂爪|和美 荒蔭|和美 荒蔭|福島　茂|茂 福島|徹 熊倉|徹 熊倉
Main/Main10,JP,JP5807621,JVCKENWOOD,JP,JP5807621,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5807638,NEC,JP,JP5807638,慶一 蝶野|慶一 蝶野|裕三 仙田|裕三 仙田|純二 田治米|純二 田治米|啓史 青木|啓史 青木|健太 先崎|健太 先崎
Main/Main10,JP,JP5808427,HFI,JP,JP5808427,リン，ジアン−リアン|チェン，イー−ウェン|ツアイ，ユ−パオ|ホアン，ユ−ウェン|レイ，シャウ−ミン
Main/Main10,JP,JP5808839,Docomo,JP,JP5808839,フランク ジャン ボッセン|フランク  ジャン ボッセン|タン　ティオ　ケン|ティオ  ケン タン
Main/Main10,JP,JP5809292,GEVC,JP,JP5809292,マルペ，デトレフ|グエン，ツング|シュヴァルツ，ハイコ|ヴィーガント，トーマス
Main/Main10,JP,JP5815795,Mitsubishi,JP,JP5815795,彰 峯澤|彰 峯澤|杉本　和夫|和夫 杉本|一之 宮澤|一之 宮澤|裕介 伊谷|裕介 伊谷|亮史 服部|亮史 服部|守屋　芳美|芳美 守屋|憲道 日和佐|憲道 日和佐|関口　俊一|俊一 関口|村上　篤道|篤道 村上
Main/Main10,JP,JP5815853,HFI,JP,JP5815853,ヂャン，シミン|リゥ，シャン
Main/Main10,JP,JP5819935,Samsung,JP,JP5819935,アルシン，アレクサンダー|アルシナ，エレナ|シルヤコフ，ニコライ
Main/Main10,JP,JP5819985,Huawei,JP,JP5819985,昌材 ▲頼▼|昌材 ▲頼▼|永兵 林|永兵 林|▲蕭▼▲ツェン▼ ▲鄭▼|▲蕭▼▲ツェン▼ ▲鄭▼
Main/Main10,JP,JP5823608,HFI,JP,JP5823608,グォ，メイ|ヂャオ，シン|グォ，シュン|レイ，シャウ−ミン
Main/Main10,JP,JP5830065,Sun Patent,JP,JP5830065,リム チョンスン|リム チョンスン|ワハダニア ビクター|ワハダニア ビクター|ナイング スーモンセット|ナイング スーモンセット|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|寿郎 笹井|寿郎 笹井|敏康 杉尾|敏康 杉尾
Main/Main10,JP,JP5835208,JVCKENWOOD,JP,JP5835208,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5835507,JVCKENWOOD,JP,JP5835507,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5835518,JVCKENWOOD,JP,JP5835518,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5835519,JVCKENWOOD,JP,JP5835519,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5835520,JVCKENWOOD,JP,JP5835520,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5835521,JVCKENWOOD,JP,JP5835521,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5835522,JVCKENWOOD,JP,JP5835522,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5835523,JVCKENWOOD,JP,JP5835523,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5835524,JVCKENWOOD,JP,JP5835524,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5837575,Sun Patent,JP,JP5837575,敏康 杉尾|敏康 杉尾|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|寿郎 笹井|寿郎 笹井
Main/Main10,JP,JP5839080,JVCKENWOOD,JP,JP5839080,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5839081,JVCKENWOOD,JP,JP5839081,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5839094,JVCKENWOOD,JP,JP5839094,博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5839101,JVCKENWOOD,JP,JP5839101,博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5839140,JVCKENWOOD,JP,JP5839140,博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5839141,JVCKENWOOD,JP,JP5839141,博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5839142,JVCKENWOOD,JP,JP5839142,博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5839143,JVCKENWOOD,JP,JP5839143,博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5839144,JVCKENWOOD,JP,JP5839144,博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5840285,Mitsubishi,JP,JP5840285,彰 峯澤|彰 峯澤|杉本　和夫|和夫 杉本|関口　俊一|俊一 関口
Main/Main10,JP,JP5840286,Mitsubishi,JP,JP5840286,関口　俊一|俊一 関口|杉本　和夫|和夫 杉本|裕介 伊谷|裕介 伊谷|彰 峯澤|彰 峯澤|嘉明 加藤|嘉明 加藤
Main/Main10,JP,JP5841944,Philips,JP,JP5841944,デル フレゥーテン レナトゥス ヨセフス ファン|デル  フレゥーテン  レナトゥス  ヨセフス ファン
Main/Main10,JP,JP5842803,JVCKENWOOD,JP,JP5842803,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5843039,JVCKENWOOD,JP,JP5843039,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5843040,JVCKENWOOD,JP,JP5843040,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5843041,JVCKENWOOD,JP,JP5843041,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5843042,JVCKENWOOD,JP,JP5843042,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5843297,GEVC,JP,JP5843297,ヘッレ，フィリップ|ウディン，ジモン|マルペ，デトレフ|ヴィーガント，トーマス
Main/Main10,JP,JP5846132,JVCKENWOOD,JP,JP5846132,英樹 竹原|英樹 竹原|福島　茂|茂 福島|博哉 中村|博哉 中村
Main/Main10,JP,JP5846133,JVCKENWOOD,JP,JP5846133,英樹 竹原|英樹 竹原|福島　茂|茂 福島|博哉 中村|博哉 中村
Main/Main10,JP,JP5846327,JVCKENWOOD,JP,JP5846327,英樹 竹原|英樹 竹原|福島　茂|茂 福島|博哉 中村|博哉 中村
Main/Main10,JP,JP5846328,JVCKENWOOD,JP,JP5846328,英樹 竹原|英樹 竹原|福島　茂|茂 福島|博哉 中村|博哉 中村
Main/Main10,JP,JP5846329,JVCKENWOOD,JP,JP5846329,英樹 竹原|英樹 竹原|福島　茂|茂 福島|博哉 中村|博哉 中村
Main/Main10,JP,JP5846330,JVCKENWOOD,JP,JP5846330,英樹 竹原|英樹 竹原|福島　茂|茂 福島|博哉 中村|博哉 中村
Main/Main10,JP,JP5847843,Canon,JP,JP5847843,クリストフ ジスケ，|クリストフ ジスケ，|ギローム ラロシュ，|ギローム ラロシュ，
Main/Main10,JP,JP5847844,Canon,JP,JP5847844,クリストフ ジスケ，|クリストフ ジスケ，|ギローム ラロシュ，|ギローム ラロシュ，
Main/Main10,JP,JP5847845,Canon,JP,JP5847845,クリストフ ジスケ，|クリストフ ジスケ，|ギローム ラロシュ，|ギローム ラロシュ，
Main/Main10,JP,JP5853841,JVCKENWOOD,JP,JP5853841,英樹 竹原|英樹 竹原
Main/Main10,JP,JP5853842,JVCKENWOOD,JP,JP5853842,英樹 竹原|英樹 竹原
Main/Main10,JP,JP5854110,JVCKENWOOD,JP,JP5854110,西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|英樹 竹原|英樹 竹原|福島　茂|茂 福島
Main/Main10,JP,JP5856143,GEVC,JP,JP5856143,キルヒホッファー，ハイナー|ヴィンケン，マルティン|ヘッレ，フィリップ|マルペ，デトレフ|シュヴァルツ，ハイコ|ヴィーガント，トーマス
Main/Main10,JP,JP5858109,JVCKENWOOD,JP,JP5858109,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5858110,JVCKENWOOD,JP,JP5858110,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5858111,JVCKENWOOD,JP,JP5858111,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5858112,JVCKENWOOD,JP,JP5858112,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5858191,JVCKENWOOD,JP,JP5858191,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5858192,JVCKENWOOD,JP,JP5858192,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5858193,JVCKENWOOD,JP,JP5858193,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5858194,JVCKENWOOD,JP,JP5858194,英樹 竹原|英樹 竹原|博哉 中村|博哉 中村|福島　茂|茂 福島
Main/Main10,JP,JP5858953,Sun Patent,JP,JP5858953,敏康 杉尾|敏康 杉尾|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|寿郎 笹井|寿郎 笹井
Main/Main10,JP,JP5859568,HFI,JP,JP5859568,アン，ジチョン|グオ，シュン|フアン，チエヌ|レイ，シャウ−ミン
Main/Main10,JP,JP5859691,Docomo,JP,JP5859691,暁 藤林|暁 藤林|鈴木　芳典|芳典 鈴木|ブン　チュンセン|チュンセン ブン
Main/Main10,JP,JP5860067,Huawei,JP,JP5860067,▲海▼涛 ▲楊▼|▲海▼涛 ▲楊▼|超 ▲ぱん▼|超 ▲ぱん▼|子廉 区|子廉 区
Main/Main10,JP,JP5861752,NEC,JP,JP5861752,慶一 蝶野|慶一 蝶野|裕三 仙田|裕三 仙田|純二 田治米|純二 田治米|啓史 青木|啓史 青木|健太 先崎|健太 先崎
Main/Main10,JP,JP5861800,NEC,JP,JP5861800,慶一 蝶野|慶一 蝶野|裕三 仙田|裕三 仙田|純二 田治米|純二 田治米|啓史 青木|啓史 青木|健太 先崎|健太 先崎
Main/Main10,JP,JP5862821,JVCKENWOOD,JP,JP5862821,英樹 竹原|英樹 竹原|上田　基晴|基晴 上田|西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|智 坂爪|智 坂爪|和美 荒蔭|和美 荒蔭|福島　茂|茂 福島|徹 熊倉|徹 熊倉
Main/Main10,JP,JP5862822,JVCKENWOOD,JP,JP5862822,英樹 竹原|英樹 竹原|上田　基晴|基晴 上田|西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|智 坂爪|智 坂爪|和美 荒蔭|和美 荒蔭|福島　茂|茂 福島|徹 熊倉|徹 熊倉
Main/Main10,JP,JP5862823,JVCKENWOOD,JP,JP5862823,英樹 竹原|英樹 竹原|上田　基晴|基晴 上田|西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|智 坂爪|智 坂爪|和美 荒蔭|和美 荒蔭|福島　茂|茂 福島|徹 熊倉|徹 熊倉
Main/Main10,JP,JP5862824,JVCKENWOOD,JP,JP5862824,英樹 竹原|英樹 竹原|上田　基晴|基晴 上田|西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|智 坂爪|智 坂爪|和美 荒蔭|和美 荒蔭|福島　茂|茂 福島|徹 熊倉|徹 熊倉
Main/Main10,JP,JP5865366,Sun Patent,JP,JP5865366,敏康 杉尾|敏康 杉尾|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|京子 谷川|京子 谷川|寿郎 笹井|寿郎 笹井|徹 松延|徹 松延
Main/Main10,JP,JP5865965,Docomo,JP,JP5865965,フランク， ジャン ボーセン，|フランク，  ジャン ボーセン，
Main/Main10,JP,JP5867504,NEC,JP,JP5867504,慶一 蝶野|慶一 蝶野|啓史 青木|啓史 青木|裕三 仙田|裕三 仙田
Main/Main10,JP,JP5869160,Toshiba,JP,JP5869160,昭行 谷沢|昭行 谷沢|中條　健|健 中條
Main/Main10,JP,JP5869666,LGE,JP,JP5869666,ジュンユン パク|ジュンユン パク|スンウク パク|スンウク パク|ジェヒュン リム|ジェヒュン リム|ジュンスン キム|ジュンスン キム|ヨンヘ チェ|ヨンヘ チェ|ビョンムン ジョン|ビョンムン ジョン|ヨンジュン ジョン|ヨンジュン ジョン
Main/Main10,JP,JP5869681,DLLC,JP,JP5869681,ヨン リー，スン|ヨン リー，スン
Main/Main10,JP,JP5873200,Samsung,JP,JP5873200,セレギン，ヴァディム|キム，イル−グ
Main/Main10,JP,JP5874790,JVCKENWOOD,JP,JP5874790,福島　茂|茂 福島|博哉 中村|博哉 中村|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5874791,JVCKENWOOD,JP,JP5874791,福島　茂|茂 福島|博哉 中村|博哉 中村|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5874792,JVCKENWOOD,JP,JP5874792,福島　茂|茂 福島|博哉 中村|博哉 中村|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5874793,JVCKENWOOD,JP,JP5874793,福島　茂|茂 福島|博哉 中村|博哉 中村|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5875236,Canon,JP,JP5875236,前田　充|充 前田
Main/Main10,JP,JP5880613,JVCKENWOOD,JP,JP5880613,英樹 竹原|英樹 竹原
Main/Main10,JP,JP5881747,Huawei,JP,JP5881747,▲錦▼ 宋|▲錦▼ 宋|名▲遠▼ ▲楊▼|名▲遠▼ ▲楊▼|▲棟▼ 王|▲棟▼ 王
Main/Main10,JP,JP5884697,JVCKENWOOD,JP,JP5884697,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5884761,JVCKENWOOD,JP,JP5884761,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5884936,JVCKENWOOD,JP,JP5884936,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5884937,JVCKENWOOD,JP,JP5884937,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5884938,JVCKENWOOD,JP,JP5884938,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5884939,JVCKENWOOD,JP,JP5884939,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5884940,JVCKENWOOD,JP,JP5884940,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5884941,JVCKENWOOD,JP,JP5884941,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5884942,JVCKENWOOD,JP,JP5884942,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5884943,JVCKENWOOD,JP,JP5884943,徹 熊倉|徹 熊倉|福島　茂|茂 福島
Main/Main10,JP,JP5885604,Docomo,JP,JP5885604,順也 瀧上|順也 瀧上|ブン　チュンセン|チュンセン ブン|タン　ティオ　ケン|ティオ  ケン タン
Main/Main10,JP,JP5886446,ETRI,JP,JP5886446,リム、ソン、チャン|キム、フイ、ヨン|リー、ジン、ホ|チェ、ジン、スー|キム、ジン、ウン
Main/Main10,JP,JP5889392,IBEX,JP,JP5889392,キム，クヮンジェ|オウ，ヒュノウ
Main/Main10,JP,JP5890555,LGE,JP,JP5890555,ジェ ヒュン リム|ジェ  ヒュン リム|スン ウク パク|スン  ウク パク|ヨン ジュン ジョン|ヨン  ジュン ジョン|チュル クン キム|チュル  クン キム|ヨン ヘ チェ|ヨン  ヘ チェ|ジュン スン キム|ジュン  スン キム|ネ リ パク|ネ  リ パク|ヘンドリー ヘンドリー|ヘンドリー ヘンドリー|ビョン ムン ジョン|ビョン  ムン ジョン|ジュン ヨン パク|ジュン  ヨン パク
Main/Main10,JP,JP5892287,NEC,JP,JP5892287,慶一 蝶野|慶一 蝶野|啓史 青木|啓史 青木|裕三 仙田|裕三 仙田
Main/Main10,JP,JP5893711,Docomo,JP,JP5893711,鈴木　芳典|芳典 鈴木|ブン　チュンセン|チュンセン ブン|タン　ティオ　ケン|ティオ  ケン タン
Main/Main10,JP,JP5893754,Samsung,JP,JP5893754,アルシナ，エレナ|アルシン，アレクサンダー
Main/Main10,JP,JP5894922,Sun Patent,JP,JP5894922,寿郎 笹井|寿郎 笹井|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|リム チョンスン|リム チョンスン|ワハダニア ビクター|ワハダニア ビクター|ジン シャン|ジン シャン|モン セット ナイ スー|モン  セット  ナイ スー
Main/Main10,JP,JP5900307,JVCKENWOOD,JP,JP5900307,西谷　勝義|勝義 西谷|博哉 中村|博哉 中村|福島　茂|茂 福島|上田　基晴|基晴 上田
Main/Main10,JP,JP5900308,JVCKENWOOD,JP,JP5900308,博哉 中村|博哉 中村|福島　茂|茂 福島|英樹 竹原|英樹 竹原
Main/Main10,JP,JP5900414,NEC,JP,JP5900414,慶一 蝶野|慶一 蝶野|裕三 仙田|裕三 仙田|純二 田治米|純二 田治米|啓史 青木|啓史 青木|健太 先崎|健太 先崎
Main/Main10,JP,JP5900693,NEC,JP,JP5900693,慶一 蝶野|慶一 蝶野|裕三 仙田|裕三 仙田|純二 田治米|純二 田治米|啓史 青木|啓史 青木|健太 先崎|健太 先崎
Main/Main10,JP,JP5900694,NEC,JP,JP5900694,慶一 蝶野|慶一 蝶野|裕三 仙田|裕三 仙田|純二 田治米|純二 田治米|啓史 青木|啓史 青木|健太 先崎|健太 先崎
Main/Main10,JP,JP5905616,Samsung,JP,JP5905616,チョン，ミン−ス|ジョン，ヘ−ギョン|ミン，ジョン−ヘ|キム，イル−グ
Main/Main10,JP,JP5905884,Sun Patent,JP,JP5905884,寿郎 笹井|寿郎 笹井|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|敏康 杉尾|敏康 杉尾|京子 谷川|京子 谷川|徹 松延|徹 松延
Main/Main10,JP,JP5911027,GEVC,JP,JP5911027,ヴィーガント，トーマス|キルヒホッファー，ハイナー|シュヴァルツ，ハイコ|グエン，ツング|マルペ，デトレフ
Main/Main10,JP,JP5911890,ETRI,JP,JP5911890,リム、ソン、チャン|キム、フィ、ヨン|ジョン、セ、ユン|チョ、スク、ヒー|ジョン、ドン、サン|キム、ジョン、ホ|リー、ハ、ヒュン|リー、ジン、ホ|チェ、ジン、スー|キム、ジン、ウン
Main/Main10,JP,JP5916906,Toshiba,JP,JP5916906,昭行 谷沢|昭行 谷沢|中條　健|健 中條
Main/Main10,JP,JP5921651,Mitsubishi,JP,JP5921651,関口　俊一|俊一 関口|杉本　和夫|和夫 杉本|坂手　寛治|寛治 坂手|村上　篤道|篤道 村上|彰 峯澤|彰 峯澤
Main/Main10,JP,JP5922281,Docomo,JP,JP5922281,鈴木　芳典|芳典 鈴木|ブン　チュンセン|チュンセン ブン
Main/Main10,JP,JP5924341,NEC,JP,JP5924341,慶一 蝶野|慶一 蝶野|啓史 青木|啓史 青木
Main/Main10,JP,JP5925801,Toshiba,JP,JP5925801,昭行 谷沢|昭行 谷沢|中條　健|健 中條
Main/Main10,JP,JP5925884,GEVC,JP,JP5925884,ゲオルゲ，バレリ|ブロス，ベンジャミン|キルヒホッファー，ハイナー|マルペ，デトレフ|ニュグエン，ツン|プライス，マティアス|ジークマン，ミーシャ|ステーゲマン，ヤン|ヴィーガント，トーマス
Main/Main10,JP,JP5928073,JVCKENWOOD,JP,JP5928073,福島　茂|茂 福島|博哉 中村|博哉 中村|西谷　勝義|勝義 西谷|上田　基晴|基晴 上田
Main/Main10,JP,JP5931160,Mitsubishi,JP,JP5931160,裕介 伊谷|裕介 伊谷|優一 出原|優一 出原|杉本　和夫|和夫 杉本
Main/Main10,JP,JP5933086,Docomo,JP,JP5933086,鈴木　芳典|芳典 鈴木|ブン　チュンセン|チュンセン ブン|タン　ティオ　ケン|ティオ  ケン タン
Main/Main10,JP,JP5933545,Sun Patent,JP,JP5933545,寿郎 笹井|寿郎 笹井|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|敏康 杉尾|敏康 杉尾|京子 谷川|京子 谷川|徹 松延|徹 松延
Main/Main10,JP,JP5933546,Sun Patent,JP,JP5933546,寿郎 笹井|寿郎 笹井|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|敏康 杉尾|敏康 杉尾|京子 谷川|京子 谷川|徹 松延|徹 松延
Main/Main10,JP,JP5933815,ETRI,JP,JP5933815,カン、ジョン、ウォン|リー、ハ、ヒョン|チェ、ジン、ス|キム、ジン、ウン
Main/Main10,JP,JP5937587,Sun Patent,JP,JP5937587,敏康 杉尾|敏康 杉尾|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|京子 谷川|京子 谷川|寿郎 笹井|寿郎 笹井|徹 松延|徹 松延
Main/Main10,JP,JP5937594,Sun Patent,JP,JP5937594,敏康 杉尾|敏康 杉尾|西　孝啓|孝啓 西|陽司 柴原|陽司 柴原|京子 谷川|京子 谷川|寿郎 笹井|寿郎 笹井|徹 松延|徹 松延
Main/Main10,JP,JP5937686,Huawei,JP,JP5937686,▲海▼涛 ▲楊▼|▲海▼涛 ▲楊▼|斌 李|斌 李|厚▲強▼ 李|厚▲強▼ 李|建同 周|建同 周
Main/Main10,JP,JP5942782,JVCKENWOOD,JP,JP5942782,博哉 中村|博哉 中村|英樹 竹原|英樹 竹原|福島　茂|茂 福島|上田　基晴|基晴 上田
Main/Main10,JP,JP5951063,Docomo,JP,JP5951063,鈴木　芳典|芳典 鈴木|順也 瀧上|順也 瀧上|ブン　チュンセン|チュンセン ブン|タン　ティオ　ケン|ティオ  ケン タン
